id,price
700010085020140926T000000,639830.0
403740028020140923T000000,468782.0
142340016020140618T000000,211041.0
776740006020141119T000000,429887.0
946590050020140617T000000,527273.0
383125015020150326T000000,372435.0
524540003020150223T000000,234992.0
178200016020140530T000000,314830.0
243620039520140610T000000,935223.0
934870002020140825T000000,806820.0
079700033020150402T000000,361127.0
322204911220150507T000000,463799.0
010920014020150506T000000,286863.0
212504913920140806T000000,1064500.0
329180014020141107T000000,275621.0
333300143020140912T000000,351979.0
788360070020150122T000000,283332.0
666241025020150321T000000,397712.0
030500017020140610T000000,635188.0
132505908320140527T000000,594174.0
812210069020140623T000000,414316.0
193730028020141030T000000,441362.0
889870082020140707T000000,219295.0
559290028520141104T000000,392374.0
036900004520141010T000000,553103.0
947700030020140728T000000,409260.0
811860008020150220T000000,448835.0
272205901020140618T000000,456757.0
982820054520140513T000000,579637.0
422220021020140522T000000,225139.0
605240163120150205T000000,360798.0
538100041120150410T000000,298722.0
561210006520140529T000000,373265.0
075200003520140520T000000,682648.0
544830015020150105T000000,736363.0
433880060020140609T000000,282309.0
144280040020140628T000000,275917.0
816550151020141125T000000,343633.0
222530058520141120T000000,335732.0
984230003620141008T000000,348065.0
220550040020140514T000000,478003.0
614660017020140703T000000,167378.0
169700037020150325T000000,226808.0
865141009020150508T000000,198082.0
675130038520150424T000000,519662.0
684070116020141029T000000,644237.0
363008007020140710T000000,394844.0
150480005020150312T000000,681215.0
743650036020140606T000000,505244.0
042504918120140912T000000,337233.0
556140014020140521T000000,466360.0
313410016220140717T000000,739242.0
431570017520140612T000000,370898.0
803270007220150415T000000,519766.0
777200001020150309T000000,421642.0
435870013520141118T000000,538771.0
124500182020150429T000000,715989.0
885600473020140917T000000,214981.0
111800046520150312T000000,1374876.0
264140029020141028T000000,302135.0
500600003520150427T000000,288695.0
326020011020141208T000000,806262.0
018500016120141015T000000,239941.0
717020008520150327T000000,437863.0
142308905520140613T000000,784541.0
808340006620150423T000000,734106.0
397540026020140902T000000,687233.0
142340022520140721T000000,217971.0
405115007020141223T000000,205072.0
390492073020150427T000000,711234.0
856279015020140626T000000,721658.0
388580610520140521T000000,1250687.0
602150032020150507T000000,570446.0
362996068020140926T000000,422047.0
733460073020141211T000000,277834.0
064330018020140523T000000,528830.0
525570016020140805T000000,397311.0
856272042020150430T000000,1102581.0
947720153020150423T000000,410489.0
757570001520140710T000000,735553.0
068200003020140703T000000,699559.0
436470087520140729T000000,293603.0
358275012020140715T000000,332941.0
728710013520141001T000000,345151.0
800160013020150501T000000,298379.0
857090002320141010T000000,270480.0
075100002020140626T000000,326022.0
614560151020140822T000000,392125.0
865144074020150121T000000,242267.0
607160034020141113T000000,497550.0
780290022420140707T000000,588850.0
712930420020141222T000000,264628.0
785337002020141014T000000,628781.0
760580009020150108T000000,960462.0
032205909720141105T000000,299458.0
645030382020140930T000000,272295.0
