id,price
700010085020140926T000000,631780.0
403740028020140923T000000,520852.0
142340016020140618T000000,227163.0
776740006020141119T000000,464740.0
946590050020140617T000000,561434.0
383125015020150326T000000,384926.0
524540003020150223T000000,226681.0
178200016020140530T000000,314823.0
243620039520140610T000000,903465.0
934870002020140825T000000,740376.0
079700033020150402T000000,341507.0
322204911220150507T000000,287773.0
010920014020150506T000000,270894.0
212504913920140806T000000,852206.0
329180014020141107T000000,256319.0
333300143020140912T000000,509871.0
788360070020150122T000000,248286.0
666241025020150321T000000,452080.0
030500017020140610T000000,687785.0
132505908320140527T000000,568670.0
812210069020140623T000000,429187.0
193730028020141030T000000,496048.0
889870082020140707T000000,240835.0
559290028520141104T000000,352208.0
036900004520141010T000000,755737.0
947700030020140728T000000,431304.0
811860008020150220T000000,335997.0
272205901020140618T000000,645482.0
982820054520140513T000000,539098.0
422220021020140522T000000,253309.0
605240163120150205T000000,264171.0
538100041120150410T000000,280730.0
561210006520140529T000000,397038.0
075200003520140520T000000,634870.0
544830015020150105T000000,534565.0
433880060020140609T000000,296905.0
144280040020140628T000000,275467.0
816550151020141125T000000,347693.0
222530058520141120T000000,391085.0
984230003620141008T000000,308600.0
220550040020140514T000000,462116.0
614660017020140703T000000,175790.0
169700037020150325T000000,217156.0
865141009020150508T000000,197025.0
675130038520150424T000000,485863.0
684070116020141029T000000,648176.0
363008007020140710T000000,354333.0
150480005020150312T000000,605123.0
743650036020140606T000000,535500.0
042504918120140912T000000,386618.0
556140014020140521T000000,537799.0
313410016220140717T000000,787620.0
431570017520140612T000000,367328.0
803270007220150415T000000,492207.0
777200001020150309T000000,409447.0
435870013520141118T000000,489126.0
124500182020150429T000000,673670.0
885600473020140917T000000,234634.0
111800046520150312T000000,1539238.0
264140029020141028T000000,302632.0
500600003520150427T000000,285032.0
326020011020141208T000000,726568.0
018500016120141015T000000,277844.0
717020008520150327T000000,456655.0
142308905520140613T000000,769656.0
808340006620150423T000000,748732.0
397540026020140902T000000,697510.0
142340022520140721T000000,237906.0
405115007020141223T000000,219418.0
390492073020150427T000000,835958.0
856279015020140626T000000,800136.0
388580610520140521T000000,1003818.0
602150032020150507T000000,580507.0
362996068020140926T000000,390399.0
733460073020141211T000000,283631.0
064330018020140523T000000,543900.0
525570016020140805T000000,545754.0
856272042020150430T000000,1085495.0
947720153020150423T000000,414232.0
757570001520140710T000000,817885.0
068200003020140703T000000,630378.0
436470087520140729T000000,281603.0
358275012020140715T000000,347589.0
728710013520141001T000000,409089.0
800160013020150501T000000,280293.0
857090002320141010T000000,256687.0
075100002020140626T000000,359979.0
614560151020140822T000000,322104.0
865144074020150121T000000,258100.0
607160034020141113T000000,514740.0
780290022420140707T000000,665930.0
712930420020141222T000000,264049.0
785337002020141014T000000,635636.0
760580009020150108T000000,831726.0
032205909720141105T000000,261875.0
645030382020140930T000000,310389.0
894639004020140508T000000,401686.0
614660059520150410T000000,181248.0
762570261520150114T000000,255589.0
251710120020140707T000000,316494.0
132172017020140817T000000,568276.0
006500021020140626T000000,400966.0
132407908220141117T000000,426191.0
117600131020150304T000000,1377238.0
111570004020141201T000000,695092.0
613980039020141006T000000,409113.0
436470060020150330T000000,281492.0
109961083020141202T000000,223887.0
926570000520140822T000000,399831.0
722850190320140805T000000,397739.0
278091010020141218T000000,355306.0
195463008020140619T000000,695868.0
725400010020141215T000000,631716.0
001300246020150318T000000,285419.0
422197006020150506T000000,334938.0
082203911120150327T000000,520633.0
612760003620141105T000000,723031.0
730430104520150203T000000,246395.0
684470341020140924T000000,540960.0
510140526520140911T000000,605628.0
722970016520141202T000000,309870.0
911320029020140625T000000,691120.0
721266052020150326T000000,256016.0
431920006020140709T000000,695604.0
248500007620150122T000000,719641.0
638150215520150116T000000,395408.0
362992106020140715T000000,699459.0
142406905620140805T000000,1021211.0
155990008020141121T000000,417253.0
278500029020140507T000000,592170.0
941840024020141028T000000,467732.0
201380135020150220T000000,266675.0
738530002020140613T000000,723747.0
531810050420140728T000000,675287.0
785540033020140604T000000,825033.0
682110235020150109T000000,373251.0
885692011020150504T000000,427546.0
785211069020140522T000000,705433.0
375160078420150403T000000,313221.0
685570008020140714T000000,367343.0
685270052020150406T000000,546917.0
133780106020150305T000000,831492.0
352403914420141007T000000,410843.0
322620010520140523T000000,371484.0
312604926120150316T000000,404677.0
712930052020141013T000000,276950.0
022605906520140903T000000,534133.0
927020016020141028T000000,627599.0
104270005020140723T000000,763989.0
332406907020140707T000000,369540.0
117500007320140606T000000,585084.0
607200044020150206T000000,610147.0
641460026020141030T000000,324583.0
546950286020150107T000000,488567.0
103640020020150213T000000,606380.0
137780013520150402T000000,532754.0
729270000520141014T000000,489881.0
515320050620140731T000000,223603.0
212303903220141027T000000,179670.0
413696001020150327T000000,489051.0
510140391520150403T000000,425129.0
944830006120140708T000000,348099.0
092300028020140722T000000,598066.0
327860090020141231T000000,373855.0
202570020020150220T000000,242188.0
614660017520141107T000000,172884.0
726620008520150325T000000,630054.0
868228027020140903T000000,465539.0
334210322820140804T000000,510126.0
202577056020141103T000000,1247663.0
927620216020141126T000000,596217.0
383063009020150417T000000,253748.0
082206906620150223T000000,430185.0
153090029020141007T000000,434316.0
789980004520141202T000000,294063.0
681780115020150330T000000,643388.0
814630020520140710T000000,543138.0
026300035920140630T000000,385592.0
882290102420150423T000000,322069.0
062965038020150123T000000,249707.0
122603912420150428T000000,383913.0
674470034320141209T000000,462673.0
941360001020150206T000000,885408.0
062942008020140820T000000,838581.0
029307031020150213T000000,1031980.0
925090012420150505T000000,329892.0
214090010020150203T000000,314663.0
112006903620141218T000000,293637.0
135730024020141027T000000,364246.0
317910048220150126T000000,433487.0
538100004820150427T000000,171578.0
293730005020150227T000000,878054.0
785342011020141003T000000,594805.0
927420410020140910T000000,555962.0
278725008020150327T000000,600162.0
087100173520140911T000000,680894.0
177310012120140623T000000,342120.0
912610076520140801T000000,452488.0
172105928620150121T000000,337719.0
881840049020140611T000000,578687.0
501400010020140924T000000,401978.0
364410010120140707T000000,399967.0
027200012520140829T000000,448399.0
261830019020141224T000000,199429.0
865141074020150219T000000,188790.0
338090012520140527T000000,358241.0
358650107520150109T000000,607944.0
516970002220140915T000000,363342.0
796790015020150430T000000,436888.0
894639015020140722T000000,323152.0
286920011020140621T000000,896583.0
502190016020140618T000000,576590.0
352800004020150326T000000,1636864.0
701070101620150209T000000,524828.0
389250015020140521T000000,1841470.0
412381009020140909T000000,336321.0
548680007020140620T000000,2250168.0
608300008320140611T000000,271140.0
343850243720150203T000000,317808.0
801860088020140611T000000,236856.0
177835007020140509T000000,851481.0
918470053520150413T000000,915819.0
118000062520141029T000000,360983.0
785330139020140821T000000,778823.0
785330124020140717T000000,529935.0
025960053020140505T000000,553821.0
756870021520150312T000000,366900.0
865120008020140619T000000,1151391.0
242441011020140611T000000,417886.0
317910006020140916T000000,1268881.0
892900038020140805T000000,438225.0
258190006020150402T000000,556076.0
407780008820140811T000000,610169.0
305680023020140820T000000,345423.0
882490002020150327T000000,763653.0
692960094520140825T000000,269748.0
072304915620141112T000000,297766.0
172304956720140730T000000,302409.0
757491042020141201T000000,639808.0
336240043120140626T000000,534430.0
755080122020150227T000000,491400.0
291100010020150310T000000,259522.0
541240017020150414T000000,242507.0
303420036620141203T000000,446303.0
867220011020150317T000000,1045785.0
413943091020141021T000000,1142119.0
880781009020140925T000000,406033.0
317910230520140717T000000,668350.0
894460062020140703T000000,595875.0
390410003520140508T000000,285130.0
719933001020150417T000000,489757.0
241460040020140805T000000,273259.0
894180010020150427T000000,1015873.0
416660047320141209T000000,345946.0
806800058520140827T000000,193197.0
781280031020140625T000000,215121.0
292604943720141014T000000,398933.0
363020052020150421T000000,581140.0
162405921920141105T000000,879947.0
381980028020140819T000000,346746.0
722450037520140715T000000,276956.0
541651014020140710T000000,339384.0
882590046520140507T000000,660946.0
072304959620140509T000000,162342.0
390512054020140618T000000,620906.0
151591029020140825T000000,374620.0
051850046020141008T000000,913931.0
685270047620141211T000000,606362.0
421740119520150303T000000,1015755.0
024900018020141201T000000,1391156.0
954720034020150120T000000,557499.0
160460122520150420T000000,449349.0
343850108120141215T000000,304988.0
812770044020141211T000000,698401.0
812630041020140725T000000,542877.0
785215053020140911T000000,406229.0
186140011620150116T000000,793022.0
635400005020140908T000000,637673.0
299780001520150407T000000,396057.0
082507901920141203T000000,730097.0
873300004520141007T000000,434178.0
197220042820140625T000000,496960.0
295440052020150430T000000,1845533.0
788360342520140529T000000,292856.0
062730019520150303T000000,881006.0
444130017020150112T000000,875426.0
327480050520150424T000000,428765.0
212100030020150219T000000,469567.0
330070048020140820T000000,376427.0
923890006020140529T000000,407067.0
375160017620150306T000000,214720.0
144640071520150422T000000,245116.0
433100059520140910T000000,337308.0
142506911620141107T000000,1083145.0
320485014020141112T000000,372547.0
336140206620150403T000000,601446.0
809141093020150323T000000,270485.0
724280004020150120T000000,658568.0
247310079020140718T000000,270569.0
343850302120141105T000000,530997.0
228890014020141218T000000,1285395.0
333200013520140612T000000,332937.0
869145012020150227T000000,904683.0
541651020020140929T000000,332625.0
312605902720150318T000000,2127456.0
402770126520150501T000000,537253.0
441560004020141129T000000,277445.0
680460024020150211T000000,400652.0
404020049020140820T000000,546515.0
379350092020140731T000000,326913.0
940715025020140924T000000,270276.0
377530003020141231T000000,339925.0
177580109020140530T000000,366691.0
390492125020141010T000000,962527.0
572750056120150414T000000,329126.0
797260144520150116T000000,551173.0
388810002220140925T000000,614482.0
666915079020140731T000000,278520.0
954284041020141108T000000,318616.0
282205918120150413T000000,322517.0
681780084020150325T000000,433065.0
145360228320150507T000000,317983.0
779581011020150512T000000,252666.0
868223095020150317T000000,478394.0
569350084620150420T000000,547175.0
112506913420150430T000000,660078.0
793760038020150217T000000,396759.0
225550006020150218T000000,532434.0
868231043020140914T000000,506955.0
757550004020141212T000000,217939.0
790220001520150429T000000,422614.0
041510008520150217T000000,314422.0
503530083420140530T000000,635018.0
436520042520140624T000000,244988.0
234570026020150406T000000,387571.0
947700127020150316T000000,340381.0
447340004520140826T000000,615483.0
343850016820150507T000000,352667.0
032104909020140626T000000,282051.0
570170001120140523T000000,1339730.0
362986016020141028T000000,888661.0
232660013020150225T000000,1076732.0
542301035020150210T000000,1005313.0
620420017020140709T000000,467085.0
674470018120150217T000000,443476.0
802420085520140728T000000,473159.0
664990030120141231T000000,506757.0
143870004020140825T000000,928367.0
558990059020140505T000000,424172.0
417850044020150128T000000,250763.0
619050038020141027T000000,537191.0
101600008020141125T000000,318527.0
332000081020150224T000000,400383.0
403870029020150423T000000,550477.0
152630001520140612T000000,387555.0
864590008020140827T000000,426363.0
074050007020141006T000000,269220.0
560801065020150408T000000,895552.0
193130068820150429T000000,484771.0
395940040020140709T000000,574437.0
614765043020150407T000000,390822.0
374400015020140928T000000,441798.0
733540034520140528T000000,179142.0
792300036020150120T000000,570401.0
701070058020150303T000000,536895.0
297680079620140925T000000,261498.0
364910067620150219T000000,552187.0
812770073520140616T000000,1006013.0
277060174120141106T000000,453933.0
720234059020141014T000000,1015758.0
144100035020140915T000000,507091.0
752410028020140612T000000,245586.0
674670060520150128T000000,562627.0
202570119020150507T000000,262382.0
730200021020141107T000000,642989.0
281860001020150314T000000,1228655.0
265800011520140618T000000,247699.0
111720055020141014T000000,771292.0
558990076120150501T000000,260960.0
980870002520150211T000000,696213.0
525980009020150427T000000,235242.0
352896002020140708T000000,787349.0
052207901520150322T000000,535026.0
751850306520140623T000000,403283.0
795030409520150217T000000,333440.0
414245048020140703T000000,251456.0
512700067020150318T000000,301349.0
413689028020150327T000000,291007.0
783180046020140502T000000,383683.0
221480027020140925T000000,366679.0
423290259520141114T000000,828450.0
133680001020140613T000000,1635750.0
144640385020150114T000000,144905.0
926871022020140528T000000,197817.0
785641043020140530T000000,1716926.0
328820003020140829T000000,426062.0
812770041020141015T000000,566815.0
811360000420140520T000000,598841.0
785331015020140722T000000,716439.0
722200039320140703T000000,319353.0
372380041520141015T000000,470744.0
793760008720141209T000000,390914.0
670039021020140708T000000,262026.0
362206912220140903T000000,722958.0
607230080020150505T000000,651018.0
382410016620141122T000000,411688.0
330770040520140723T000000,449555.0
866520002020140623T000000,363012.0
612650006020141124T000000,495162.0
024190006020140626T000000,391990.0
019260010020140626T000000,458558.0
733440100020150414T000000,237581.0
278123023020150204T000000,390795.0
082205905920150325T000000,190903.0
121100028020150504T000000,383359.0
936870022320150202T000000,295631.0
222505924020141028T000000,773532.0
541651053020141124T000000,355157.0
276770486020140728T000000,688040.0
215980012020150317T000000,745785.0
154660012520140703T000000,712520.0
506640048320141120T000000,196323.0
357530293820140620T000000,491853.0
280410009520140516T000000,898023.0
390510074020140608T000000,534203.0
327900012020141222T000000,224828.0
287710134020150318T000000,409492.0
787840013520141120T000000,453789.0
344800141220150430T000000,267590.0
402770063220140609T000000,436550.0
662340019320140903T000000,256852.0
320540029020150406T000000,389277.0
297680074920141031T000000,281420.0
363011051020140804T000000,515258.0
012303937620140820T000000,422421.0
364910001520150513T000000,390051.0
132006924920141020T000000,344011.0
685270024620140923T000000,848919.0
739910021020141126T000000,215173.0
413706027020150105T000000,328998.0
154660002020150114T000000,582120.0
933180058020150310T000000,344422.0
293810000520140829T000000,228588.0
866916017020140522T000000,284956.0
247335071020141027T000000,384042.0
444980059520140922T000000,450621.0
643050008620150116T000000,444940.0
092105913220140813T000000,388111.0
607270011020140520T000000,782270.0
910900005020140709T000000,298229.0
864890011020140826T000000,533968.0
722140049520140717T000000,289051.0
029000007520150225T000000,296953.0
762570335420140730T000000,421539.0
433700007020150309T000000,233894.0
177590022020140922T000000,307823.0
926820034820141028T000000,640168.0
255082006020150428T000000,261847.0
029131012020141209T000000,357759.0
092606919220140926T000000,900426.0
393190029520150423T000000,769103.0
785330097020150421T000000,512741.0
681780141020140624T000000,444575.0
881890025020140507T000000,587608.0
602150153520140725T000000,549416.0
745700000520140926T000000,1005407.0
131090026020141013T000000,348072.0
143270042020140728T000000,271622.0
809250140020150318T000000,303749.0
172606906420150324T000000,504871.0
954200005020140808T000000,661771.0
778500022020141013T000000,701167.0
808190019520141210T000000,635285.0
739930085020141003T000000,278208.0
788580029020141103T000000,446055.0
339682015020140506T000000,723043.0
113741004020140527T000000,547463.0
808240001120150406T000000,482383.0
502945029020141003T000000,211782.0
111700005020150313T000000,293659.0
291720036520140610T000000,475431.0
769550020020150323T000000,416991.0
247520118020150206T000000,309548.0
932360006020140715T000000,869647.0
359250086620150402T000000,1239265.0
202570079020140811T000000,262591.0
276770434520140520T000000,468836.0
327861306020140805T000000,439751.0
420240013520140626T000000,292647.0
720500008020141201T000000,228956.0
246190051020140926T000000,371123.0
